"Time","Ax, g","Ay, g","Az, g","Wx, dps","Wy, dps","Wz, dps","T, C","Ax2, g","Ay2, g","Az2, g","Wx2, dps","Wy2, dps","Wz2, dps","T2, C","Ax3, g","Ay3, g","Az3, g","Wx3, dps","Wy3, dps","Wz3, dps","T3, C"
"20:27:14","0.12315901","-0.002562","0.000854","0.02625","-0.13125","-0.240625","17.0625","0.12236601","0.000366","0.001403","0.091875","0.39375","0.030625","16.875","0.12352501","-0.001586","0.001891","-0.1575","-0.27125","-0.1575","16.0"
"20:27:14","0.12298698","-0.00244902","0.00042422","0.02786687","-0.15332484","-0.24145245","17.07744598","0.12261873","0.0008235","0.00092269","0.10143344","0.37760057","0.02231247","16.94483757","0.1232439","-0.00125368","0.00182801","-0.15502736","-0.28291015","-0.16106653","16.05489158"
"20:27:15","0.12281457","-0.00260374","-0.00042622","0.03136652","-0.15874205","-0.2449536","17.07852172","0.12262529","0.00087248","0.00096204","0.09987426","0.37970733","0.02468352","16.92597961","0.12328475","-0.00131615","0.00179653","-0.15496981","-0.28291976","-0.16192154","16.04647827"
"20:27:16","0.12310435","-0.00261783","0.00038797","0.01913136","-0.13976833","-0.23608324","17.07402038","0.1226796","0.00089717","0.00085167","0.10198757","0.37883613","0.02333024","16.93392562","0.12325567","-0.00124882","0.00184163","-0.15513663","-0.28340177","-0.16176391","16.03111839"
"20:27:17","0.12290523","-0.0026672","0.00056748","0.01757416","-0.13947174","-0.23466494","17.04541778","0.12266007","0.00089096","0.00097871","0.10006889","0.37944784","0.02445181","16.93313026","0.12326194","-0.00126769","0.00180053","-0.15472883","-0.28371682","-0.16134693","16.04621315"
"20:27:18","0.12234899","-0.00287811","-6.139e-05","0.02499868","-0.14469008","-0.23860428","17.05945396","0.12265492","0.00065084","0.00109451","0.10570449","0.37711195","0.02187497","16.93776512","0.12330454","-0.00129715","0.00180454","-0.15458984","-0.28446769","-0.16149506","16.05058288"
"20:27:19","0.1228596","-0.00259922","-0.00051062","0.03266417","-0.15867723","-0.24457347","17.07216644","0.12270282","0.00062551","0.00100288","0.09896583","0.37885472","0.02459082","16.93392562","0.1232814","-0.00128526","0.00181565","-0.1550347","-0.28323493","-0.16193986","16.03071975"
"20:27:20","0.1228507","-0.0026376","0.0002365","0.03856858","-0.16612028","-0.24770655","17.05389213","0.12266215","0.00090078","0.00098375","0.10322959","0.37872476","0.02372879","16.91459274","0.1232717","-0.00127635","0.00180867","-0.15415406","-0.28506073","-0.16050337","16.05164146"
"20:27:21","0.12221231","-0.00235315","-0.00012019","0.04539064","-0.17121809","-0.2523503","17.04819869","0.122544","0.0010202","0.00100392","0.10299791","0.37790002","0.02250528","16.92425918","0.12325917","-0.00130077","0.00180699","-0.15462684","-0.28413412","-0.16118929","16.06210327"
"20:27:22","0.12248115","-0.00224588","0.00029389","0.03177436","-0.15308779","-0.24385979","17.06925392","0.12266086","0.0008173","0.00092508","0.10258069","0.37818717","0.02238478","16.93246841","0.12332211","-0.00131085","0.00178554","-0.15432105","-0.28421737","-0.16069805","16.046875"
