Time,"Ax, g","Ay, g","Az, g","Wx, dps","Wy, dps","Wz, dps","T, C","Ax2, g","Ay2, g","Az2, g","Wx2, dps","Wy2, dps","Wz2, dps","T2, C"
15:03:52,1.24E-05,8.95E-05,-8.17E-05,0.02973378,0.01750356,-0.02145974,34.41275405,0.0002591,0.00013452,-0.0002061,-0.0497236,-0.00412202,0.01967325,35.24873352
15:03:53,-6.05E-05,7.26E-05,-8.55E-05,0.02933299,0.01749619,-0.02182454,34.41957092,0.00026397,0.00014643,-0.00019921,-0.0480289,-0.00412853,0.01915418,35.25338363
15:03:54,-7.46E-05,3.07E-05,-5.53E-05,0.02927853,0.01772219,-0.02187944,34.44678878,0.00029554,0.00015891,-0.00016217,-0.04664335,-0.00461884,0.01976201,35.24780273
15:03:55,-6.46E-05,0.00011177,-0.00011681,0.02940862,0.01787616,-0.02227556,34.44586181,0.00027748,0.0001238,-0.00017586,-0.04565603,-0.00399205,0.01917672,35.26401901
15:03:56,-9.17E-05,9.25E-05,-0.00012463,0.02915928,0.01753469,-0.02231785,34.47216415,0.00026866,0.00013613,-0.00018157,-0.04801289,-0.00487153,0.01931133,35.27302551
15:03:57,-7.50E-05,0.00010541,-0.00011057,0.02969412,0.01721783,-0.02197263,34.47454452,0.00028336,0.0001612,-0.00018139,-0.04727705,-0.00425285,0.01913659,35.2778244
15:03:58,-6.29E-05,7.48E-05,-3.76E-05,0.02917698,0.016956,-0.02111932,34.47680664,0.00028874,0.00014371,-0.0001744,-0.04961885,-0.00436357,0.01915182,35.29706573
15:03:59,-6.39E-05,0.00010527,-0.00014746,0.02894082,0.01749338,-0.0215031,34.48979568,0.00023795,0.00013943,-0.00019507,-0.04726896,-0.00440487,0.01953571,35.29908752
15:04:00,-6.36E-05,0.0001107,-0.00014044,0.03018311,0.01775192,-0.02191487,34.51030349,0.00026693,0.00015966,-0.00015838,-0.04866531,-0.00385004,0.01937772,35.3205223
15:04:01,-9.40E-05,9.21E-05,-0.0001041,0.03079474,0.01673165,-0.02211718,34.50944519,0.00026857,0.00010642,-0.00018939,-0.04747561,-0.00403902,0.01996673,35.3162117
15:04:02,-0.0001289,0.00010525,-0.00013048,0.02977109,0.01785135,-0.02278367,34.50904846,0.00024861,9.77E-05,-0.00019607,-0.04740728,-0.0042823,0.01969891,35.33406448
15:04:03,-0.00011149,0.00012939,-0.00014676,0.02914747,0.01791245,-0.02273711,34.51948547,0.00025194,0.00014124,-0.00017072,-0.047328,-0.00474748,0.01961833,35.34725189
15:04:04,-5.91E-05,9.72E-05,-0.00014445,0.02955641,0.01775779,-0.02204495,34.52787017,0.00029356,0.00011688,-0.00016059,-0.04767207,-0.0040746,0.01965566,35.35869979
15:04:05,-0.00014421,6.50E-05,-9.53E-05,0.03000572,0.01782872,-0.02233465,34.5255928,0.00027856,0.00012998,-0.00017349,-0.04884267,-0.00409855,0.01912353,35.36359786
15:04:06,-3.63E-05,0.00010425,-0.00012118,0.03007893,0.01794012,-0.02200223,34.54110336,0.00032315,0.0001423,-0.00016324,-0.04768553,-0.00350691,0.01963973,35.39149093
15:04:07,-9.88E-05,8.53E-05,-0.00010167,0.02996054,0.01773878,-0.02252314,34.54854583,0.00026818,0.00010243,-0.00017366,-0.04763225,-0.00447181,0.01888784,35.38743209
15:04:08,-3.88E-05,0.00010394,-0.00013202,0.0302304,0.0173617,-0.02245281,34.55303955,0.00028169,0.00012528,-0.00017819,-0.04816869,-0.00427006,0.01946051,35.40565872
15:04:09,-4.01E-05,0.00012001,-0.0001717,0.02972787,0.01800607,-0.02230515,34.57542419,0.0002807,6.26E-05,-0.00017196,-0.04900231,-0.00327076,0.02030586,35.42044067
15:04:10,-5.48E-05,0.00013504,-0.00019295,0.0293922,0.01783945,-0.02234566,34.5625,0.00030218,0.00010276,-0.00015756,-0.04831306,-0.0042409,0.01954492,35.42633438
15:04:11,-3.37E-05,9.84E-05,-0.00012455,0.02935076,0.01763822,-0.02114976,34.56909561,0.00025192,0.00014981,-0.00020166,-0.04848475,-0.00352471,0.02053956,35.44291305
15:04:12,-6.95E-05,8.43E-05,-0.00012618,0.02974741,0.01732437,-0.02284873,34.58956527,0.0002605,0.00013289,-0.00018236,-0.05078181,-0.00364903,0.02007786,35.45720672
15:04:13,-6.38E-05,0.00011053,-0.000169,0.02937904,0.01769874,-0.02212775,34.59315872,0.00027377,0.00010286,-0.00017932,-0.04923288,-0.00344215,0.02043607,35.44527053
15:04:14,-5.75E-06,0.00012225,-0.00014449,0.02996646,0.01742497,-0.02201411,34.5834732,0.00028361,0.00011176,-0.00017378,-0.0473836,-0.00417592,0.02060466,35.44316482
15:04:15,-7.09E-05,0.00010346,-0.00015587,0.02934821,0.0182315,-0.02241232,34.61243438,0.00021869,0.00012931,-0.00020951,-0.04902251,-0.00336003,0.02033275,35.45124816
15:04:16,-7.86E-05,8.52E-05,-0.00014976,0.02619235,0.01822473,-0.02248249,34.62305831,0.00024492,0.00012207,-0.00020671,-0.04941617,-0.00319383,0.02122223,35.49611663
15:04:17,-9.62E-06,0.00013034,-0.00016791,0.0299191,0.01755545,-0.02287833,34.63371276,0.00022377,9.67E-05,-0.00024426,-0.04977536,-0.0033235,0.02006007,35.496109
15:04:19,-5.69E-05,9.81E-05,-0.00015286,0.02985991,0.01781577,-0.02257649,34.65240097,0.00026941,9.81E-05,-0.00020103,-0.05009505,-0.00356029,0.02068759,35.50270462
15:04:19,-4.51E-05,8.72E-05,-0.0001673,0.03024471,0.01767381,-0.0230264,34.64360809,0.00026809,9.62E-05,-0.00020799,-0.0491419,-0.00342394,0.01997708,35.51547622
15:04:21,-2.97E-05,0.00010153,-0.00015218,0.02990726,0.01792233,-0.0228784,34.67261505,0.00024556,8.33E-05,-0.0002047,-0.04936095,-0.00363702,0.02054562,35.53814315
15:04:21,-4.34E-06,0.00010789,-0.00018366,0.03003158,0.01837824,-0.02298499,34.67599868,0.0002657,0.00010953,-0.00019497,-0.04940831,-0.00412829,0.02019613,35.53442001
15:04:22,-4.17E-05,0.00011994,-0.00020003,0.03025656,0.01794012,-0.02325134,34.67582702,0.0002766,7.25E-05,-0.00018622,-0.04932543,-0.00381505,0.01953306,35.52799224
15:04:24,-3.40E-05,0.00012035,-0.00020888,0.03001975,0.01770346,-0.0230975,34.68031311,0.00025934,0.00012463,-0.00021996,-0.04942607,-0.0046318,0.02023164,35.54211807
15:04:24,2.27E-06,9.44E-05,-0.00021282,0.03053781,0.01814799,-0.02249432,34.70439147,0.0002671,0.00011761,-0.00019723,-0.04949302,-0.00406297,0.02001036,35.53445816
15:04:25,-8.26E-05,0.00014099,-0.00015011,0.02988949,0.01730087,-0.02262384,34.70399093,0.00021345,0.00012035,-0.00021924,-0.04968656,-0.00397444,0.02035595,35.56377029
15:04:26,-8.00E-05,0.00013298,-0.00016823,0.03065321,0.01827763,-0.02216207,34.72192001,0.00021543,0.00038424,-0.00016303,-0.05043251,-0.00396283,0.02010146,35.57780838
15:04:27,-8.80E-05,0.00017375,-0.00015309,0.03040725,0.01833631,-0.0230619,34.73899078,0.00024488,0.00035212,-0.00015649,-0.04944193,-0.00372593,0.01985479,35.58723068
15:04:28,2.38E-05,0.00014166,-0.00019521,0.02665587,0.01824312,-0.02374664,34.75185394,0.00014773,0.00036054,-0.00022171,-0.04951848,-0.00338945,0.02092908,35.58890151
15:04:29,8.53E-06,0.00013378,-0.00018819,0.02981064,0.01779932,-0.02261849,34.75320816,0.00016933,0.00033375,-0.00019084,-0.05001921,-0.00375541,0.02039459,35.58927536
15:04:30,1.63E-05,0.0001679,-0.0002117,0.02991909,0.01757908,-0.02351773,34.75608825,0.00014065,0.00036451,-0.00018309,-0.05009505,-0.00371408,0.02061062,35.60292434
15:04:31,-4.17E-05,0.00014281,-0.00021368,0.0290589,0.01754646,-0.02284932,34.76163864,0.00017341,0.00032745,-0.00017391,-0.0520455,-0.00415708,0.02081692,35.62601089
15:04:32,1.15E-05,0.00015287,-0.00025818,0.02967638,0.01765589,-0.02275405,34.75778198,0.00019372,0.00034742,-0.00018309,-0.05059828,-0.00348906,0.02103083,35.62745285
15:04:33,-4.49E-06,0.0001745,-0.00018261,0.03091032,0.01854412,-0.02390732,34.77668762,0.00018343,0.00029971,-0.00020742,-0.05119574,-0.00338893,0.0210154,35.63378524
15:04:35,1.59E-05,0.00020789,-0.00015125,0.03135578,0.0178384,-0.02289008,34.76981735,3.13E-05,0.00032823,-0.00025216,-0.05001106,-0.00457941,0.02128363,35.62618637
15:04:35,2.22E-05,0.00014858,-0.00019439,0.0308308,0.01783939,-0.0224995,34.79093551,0.00016871,0.00034445,-0.00018877,-0.0502845,-0.00345944,0.02107832,35.64766693
15:04:37,1.47E-05,0.00018276,-0.00021873,0.03103565,0.01829495,-0.02364882,34.79844284,8.69E-05,0.00033914,-0.00021759,-0.05014739,-0.00418235,0.02028766,35.65675735
15:04:37,-2.11E-05,9.63E-05,-0.00015587,0.03127482,0.01781567,-0.02277185,34.81402206,0.00023252,0.00032439,-0.0001528,-0.05030227,-0.00355419,0.02064612,35.68014144
15:04:38,-3.45E-05,0.00010987,-0.00021294,0.03034535,0.01826571,-0.02233373,34.81182479,0.00019389,0.00033669,-0.00018361,-0.04980496,-0.0044837,0.02084147,35.66957092
15:04:39,-4.60E-05,0.00018713,-0.00019076,0.03043415,0.01778618,-0.02265937,34.82053375,0.00014254,0.00033843,-0.00019188,-0.0505746,-0.00383855,0.02085917,35.66458129
15:04:41,4.02E-05,0.00011746,-0.00020304,0.02937443,0.01782756,-0.02210877,34.83685684,0.00017358,0.00033777,-0.00019197,-0.05017203,-0.00418185,0.0209363,35.67971801
15:04:41,-2.09E-05,0.00014367,-0.00020071,0.03019493,0.01842582,-0.02268351,34.83395385,0.00020519,0.00033829,-0.00016989,-0.04835787,-0.00472502,0.02048917,35.69392013
15:04:43,-4.45E-05,0.00016336,-0.00020681,0.0313222,0.01765001,-0.02318627,34.85089492,0.00015377,0.00030302,-0.00020032,-0.05098309,-0.00373761,0.02131506,35.705513
15:04:43,5.58E-05,0.00016195,-0.00016107,0.03086632,0.01828346,-0.02340533,34.85292434,0.00011935,0.00028543,-0.00019355,-0.05295452,-0.00453104,0.02132694,35.72868728
15:04:44,3.90E-05,0.00018472,-0.00023416,0.03070929,0.01812442,-0.02278394,34.86241531,0.00015623,0.00033846,-0.00020488,-0.05005469,-0.0039566,0.02047719,35.72863006
15:04:45,0.0001118,0.00020744,-0.0002153,0.03068871,0.01796976,-0.02319221,34.86375045,3.85E-05,0.00028015,-0.00024907,-0.05092389,-0.00381444,0.02052172,35.72107696
15:04:46,8.95E-06,0.00014677,-0.00019614,0.03077752,0.01818274,-0.02338158,34.88134384,0.00021048,0.00033157,-0.00017168,-0.04930767,-0.00434165,0.01977582,35.74281311
15:04:47,-3.22E-05,0.00014,-0.00020365,0.03151755,0.01821846,-0.02419271,34.89089965,0.0002288,0.00032365,-0.00015604,-0.04976351,-0.00479154,0.02101319,35.75109863
15:04:48,-6.37E-05,0.00014751,-0.00014441,0.0308604,0.01853211,-0.02315075,34.8910675,0.00017763,0.00033545,-0.00018096,-0.05111333,-0.00370228,0.02157546,35.77190399
15:04:50,-5.73E-05,0.00015086,-0.00020722,0.0306266,0.01805189,-0.02314494,34.91844558,0.00021049,0.00034344,-0.00016035,-0.0514516,-0.00385028,0.02085085,35.79039764
15:04:50,-3.60E-05,0.0001343,-0.00019255,0.03064137,0.01815333,-0.02363623,34.91407394,0.00019851,0.00035485,-0.00016043,-0.05117846,-0.0045193,0.02062255,35.78306961
15:04:51,1.60E-06,0.00018614,-0.00021978,0.03139324,0.01789856,-0.0231625,34.92582702,0.00022748,0.00034363,-0.00016345,-0.05062194,-0.00418186,0.02069327,35.77926254
15:04:53,-2.57E-05,0.00017648,-0.0002491,0.03098474,0.01821828,-0.02276595,34.93961334,0.00020313,0.0003452,-0.00016734,-0.05123766,-0.00359569,0.02111371,35.79406356
15:04:53,-1.33E-05,0.00016011,-0.00022382,0.03081037,0.01806949,-0.02275371,34.92860794,0.00017801,0.00034882,-0.00018419,-0.05148125,-0.00320418,0.02101094,35.80369186
15:04:55,2.00E-05,0.00021041,-0.00027258,0.03174844,0.01875693,-0.02375451,34.94528198,0.0002132,0.0003362,-0.0001656,-0.05046803,-0.00428851,0.02072898,35.82628631
15:04:55,-1.90E-05,0.00016978,-0.00022954,0.03353142,0.01904759,-0.02392743,34.95511627,0.00020503,0.00034947,-0.00018172,-0.05090029,-0.00374362,0.02121249,35.82647323
15:04:56,-1.34E-05,0.00017623,-0.00027114,0.03129851,0.01884006,-0.02371307,34.96701812,0.00013545,0.00029327,-0.00020251,-0.05138567,-0.00377339,0.02136245,35.83677291
15:04:57,2.50E-05,0.00011738,-0.00016785,0.03145835,0.01795788,-0.02376054,34.9565277,0.00019125,0.00031152,-0.00018986,-0.05010689,-0.00411685,0.02091833,35.8432846
15:04:58,9.12E-06,0.00018896,-0.00023785,0.03153362,0.01907735,-0.02390973,34.99364852,0.00020297,0.00030955,-0.00018857,-0.05157609,-0.00459151,0.02051306,35.84434127
15:04:59,-3.54E-05,0.00014524,-0.00023087,0.0307625,0.01911765,-0.0234225,35.01115036,0.00021582,0.00034892,-0.00016065,-0.05146179,-0.00376765,0.02139975,35.8537178
15:05:00,-2.58E-05,0.00016459,-0.00014082,0.03172474,0.01840203,-0.02369535,35.01370239,0.00019471,0.00036278,-0.00019185,-0.05175865,-0.00385623,0.02177095,35.87474441
15:05:02,-1.61E-05,0.00018936,-0.00023304,0.02993686,0.01825379,-0.02312705,35.01809692,0.00022724,0.00034032,-0.00019361,-0.05202505,-0.00413442,0.02094798,35.87127685
15:05:02,-2.04E-05,0.00021731,-0.00020482,0.03083408,0.01798073,-0.02339387,35.00372695,0.00023363,0.00032534,-0.00016007,-0.05167095,-0.00324555,0.02133096,35.8917694
15:05:04,5.10E-05,0.00023566,-0.0002606,0.03080121,0.01846711,-0.02296124,35.02596282,0.00021122,0.00031564,-0.00017858,-0.05076996,-0.0046971,0.02139206,35.88895416
15:05:04,-5.27E-06,0.00017235,-0.00023045,0.03184187,0.01885812,-0.02385037,35.03048706,0.00019074,0.00035203,-0.00022635,-0.05078171,-0.0042,0.02153856,35.91048431
15:05:05,-3.20E-05,0.00015081,-0.00023837,0.03076568,0.018834,-0.02323354,35.040596,0.00019909,0.0003239,-0.00019664,-0.05107781,-0.00426471,0.02085921,35.91745758
15:05:06,5.06E-06,0.00021935,-0.00033198,0.03089674,0.01834193,-0.02301453,35.05249404,0.0001985,0.00033589,-0.00018004,-0.05151773,-0.00331596,0.02167943,35.9143486
15:05:07,-1.33E-05,0.00016559,-0.00022106,0.03049927,0.0184256,-0.02310341,35.04846191,0.00022955,0.0003343,-0.00017504,-0.05126726,-0.00332932,0.02119672,35.93995285
15:05:09,-4.10E-05,0.00019976,-0.00024673,0.03094331,0.01777424,-0.02256459,35.07417297,0.00020123,0.00034338,-0.00019242,-0.05190664,-0.00325219,0.02189519,35.94638061
15:05:09,6.72E-06,0.0002251,-0.00030912,0.03098472,0.01859714,-0.02372505,35.07222747,0.00026471,0.00034899,-0.00015575,-0.05164024,-0.00451338,0.02162895,35.94773483
15:05:11,-9.95E-06,0.00019687,-0.00023835,0.03200893,0.01865059,-0.02380198,35.07577896,0.00026933,0.00028948,-0.0001552,-0.05172312,-0.00422335,0.02094203,35.93809127
15:05:11,-2.12E-05,0.00017846,-0.00023375,0.03015356,0.01854402,-0.02348761,35.09020233,0.00022201,0.00028174,-0.00018233,-0.05205893,-0.00446515,0.02131104,35.95025253
15:05:12,1.09E-05,0.00019456,-0.0002653,0.03048151,0.01850246,-0.0224699,35.09387588,0.00019149,0.00030664,-0.00020145,-0.05185338,-0.00424096,0.02197216,35.95932006
15:05:13,2.92E-05,0.00021244,-0.00026129,0.03146843,0.01812884,-0.02353028,35.08494186,0.00020834,0.0003222,-0.00020091,-0.0524179,-0.00377938,0.02163925,35.96917343
15:05:14,1.20E-05,0.00017005,-0.00018727,0.03147787,0.01872735,-0.02412609,35.10152053,0.00013636,0.00025479,-0.00021908,-0.05158596,-0.00382042,0.02166568,35.98868179
15:05:16,-3.78E-06,0.0001964,-0.00025273,0.03229242,0.01879291,-0.02379705,35.11314392,0.00018759,0.00033244,-0.00021128,-0.05280326,-0.00487599,0.02191785,35.98738098
15:05:16,-1.92E-05,0.00019111,-0.0002208,0.03177075,0.01798673,-0.02364292,35.11576843,0.00017644,0.00031608,-0.00020021,-0.05305223,-0.00430077,0.02237435,35.99729156
15:05:17,5.16E-05,0.00017946,-0.00028458,0.03109494,0.01866831,-0.02363111,35.12677764,0.00026637,0.00029707,-0.00015712,-0.0532123,-0.00391562,0.02224988,36.0055046
15:05:18,7.13E-06,0.00021004,-0.00028994,0.0320553,0.01818222,-0.02386821,35.15100097,0.00020537,0.00033278,-0.00020593,-0.0523112,-0.0042475,0.02188235,36.01541137
15:05:20,4.02E-05,0.00020748,-0.00023202,0.0320553,0.01914865,-0.02392154,35.16294097,0.00023744,0.00032352,-0.000177,-0.05082916,-0.00427714,0.02246335,36.03184127
15:05:20,2.53E-05,0.00022246,-0.00028341,0.03119785,0.01788689,-0.02441165,35.1682167,0.00019273,0.00030483,-0.00019431,-0.05146856,-0.0041047,0.02189519,36.03738021
15:05:22,3.17E-05,0.00021148,-0.00028281,0.03199708,0.01790457,-0.02370132,35.16458129,0.00015938,0.00028807,-0.00023234,-0.05258154,-0.00437111,0.02216764,36.04177856
15:05:23,2.37E-05,0.0002246,-0.00028833,0.03187277,0.01822424,-0.02489711,35.18369293,0.0001541,0.00028956,-0.00019692,-0.05252827,-0.00430018,0.02251104,36.03949737
15:05:24,3.50E-07,0.00021624,-0.00020762,0.03213237,0.018775,-0.02416464,35.18318176,0.00015627,0.00028814,-0.00022037,-0.05294552,-0.00421779,0.02248704,36.06546401
15:05:24,-6.57E-06,0.00027652,-0.00027919,0.03164186,0.01853801,-0.02412758,35.18462371,0.00010598,0.0002865,-0.00024298,-0.05237434,-0.00435944,0.02127948,36.06224441
15:05:26,7.21E-06,0.00022122,-0.00024509,0.03057624,0.01795217,-0.02291994,35.20763015,0.00018002,0.00029616,-0.00022666,-0.05278875,-0.00489217,0.02244574,36.07772445
15:05:27,6.28E-05,0.00020933,-0.00025748,0.03180761,0.01824804,-0.02357109,35.21701812,0.00018274,0.00028048,-0.00024527,-0.05290717,-0.00372586,0.02207295,36.0926094
15:05:28,-8.72E-06,0.00023046,-0.00024388,0.03153531,0.01857942,-0.0239084,35.22758865,0.00010788,0.00029162,-0.00023706,-0.05499697,-0.00389178,0.02225635,36.09683609
15:05:28,1.10E-05,0.00022548,-0.00023363,0.03177529,0.01873356,-0.02421959,35.21904754,0.0001817,0.00034921,-0.00021905,-0.05472332,-0.00354162,0.02230863,36.11202621
15:05:29,9.40E-07,0.00021065,-0.00026951,0.03104985,0.01834856,-0.02384927,35.24653244,0.00015691,0.00028139,-0.00022039,-0.05216712,-0.00460213,0.02219124,36.09725952
15:05:31,2.48E-05,0.00022905,-0.0002842,0.03245248,0.01857351,-0.02452625,35.23136901,0.00016147,0.00032038,-0.00021122,-0.05244756,-0.00395691,0.02236854,36.11085891
15:05:31,2.67E-06,0.00024516,-0.00028858,0.03115048,0.01910058,-0.02373095,35.23316955,0.00020453,0.00030929,-0.00020337,-0.0535347,-0.00395681,0.02204917,36.11231231
15:05:33,1.02E-05,0.00024186,-0.00028013,0.03191302,0.01891144,-0.02380301,35.22451019,0.00021454,0.0003079,-0.00018543,-0.05272619,-0.00419439,0.02166892,36.12762451
15:05:34,-1.68E-05,0.00025085,-0.00027701,0.03221614,0.01807626,-0.02322178,35.2398529,0.00017276,0.00030219,-0.00020806,-0.05356431,-0.00493376,0.02293731,36.12762069
15:05:35,-2.14E-06,0.00023996,-0.0002407,0.03241643,0.01873967,-0.02332327,35.24228286,0.00018493,0.00026107,-0.00017855,-0.05263375,-0.00421852,0.02247488,36.13763427
15:05:36,-4.27E-05,0.00023897,-0.00031047,0.03142283,0.0184256,-0.02357107,35.23993682,0.00019727,0.00032109,-0.00021502,-0.05343406,-0.00356646,0.02243407,36.17396926
15:05:37,1.80E-07,0.00022581,-0.00025599,0.03221459,0.01909581,-0.02437993,35.25915908,0.00015712,0.00032372,-0.00020479,-0.05267529,-0.00417094,0.02177444,36.17359161
15:05:37,2.83E-05,0.00023129,-0.00026675,0.03297391,0.01881626,-0.02440572,35.26792907,0.00015864,0.00025159,-0.00021116,-0.05374783,-0.00374368,0.02245183,36.18352508
15:05:39,-2.44E-06,0.00025259,-0.00028832,0.03196157,0.01917149,-0.0236776,35.27621841,0.00021287,0.00027049,-0.00021058,-0.05341038,-0.00417584,0.022428,36.18242645
15:05:40,2.26E-05,0.00024649,-0.00028545,0.0328319,0.01897065,-0.02357775,35.2764244,0.00015007,0.00028195,-0.00022851,-0.05370433,-0.00420605,0.02219659,36.19613647
15:05:40,5.40E-05,0.00025316,-0.00023029,0.03287919,0.01854988,-0.02445905,35.30345153,0.00013239,0.00024573,-0.00024219,-0.05345182,-0.00422913,0.02184794,36.21397018
15:05:42,2.80E-05,0.00021607,-0.00025817,0.0332943,0.02013852,-0.02496491,35.32706451,0.00015437,0.00029161,-0.00022422,-0.05308781,-0.00456759,0.02207213,36.19944
15:05:42,-2.04E-05,0.00021321,-0.0002755,0.03218653,0.01870972,-0.02407428,35.32873916,0.00016896,0.0002714,-0.00022356,-0.05436946,-0.00390938,0.02278321,36.22496795
15:05:44,2.09E-05,0.00025641,-0.00029013,0.03303345,0.01907131,-0.02476335,35.32715225,0.0002033,0.00027914,-0.00021981,-0.05506191,-0.00412303,0.02246334,36.21036529
15:05:45,-1.52E-05,0.00022124,-0.00028174,0.03261303,0.01954302,-0.02364718,35.34704208,0.00018771,0.00028232,-0.00018789,-0.05259103,-0.00449447,0.02220375,36.22094726
15:05:46,4.80E-05,0.00028362,-0.00033357,0.03215692,0.01857942,-0.0236658,35.34362411,0.00013652,0.00025893,-0.00024322,-0.05372414,-0.00422917,0.02247547,36.22412109
15:05:47,3.28E-05,0.00025889,-0.00035368,0.03260068,0.01913072,-0.02418829,35.3357048,0.00024223,0.00034046,-0.00022206,-0.05390589,-0.00446118,0.02292574,36.2503395
15:05:48,8.70E-06,0.00027873,-0.00031297,0.03324687,0.01855555,-0.02471,35.37025833,0.00019503,0.00028005,-0.00021978,-0.05159981,-0.00401633,0.02299692,36.24788284
15:05:49,3.40E-05,0.00023591,-0.00029799,0.03200893,0.01921296,-0.02378417,35.37297058,0.00019678,0.00027899,-0.00021413,-0.05357022,-0.00360137,0.02175322,36.26505279
15:05:50,6.14E-05,0.00028633,-0.00033494,0.03219164,0.01942113,-0.02448471,35.37398529,0.00015313,0.00029087,-0.00022915,-0.05302257,-0.00443122,0.02276568,36.25990676
15:05:51,2.10E-05,0.00027083,-0.00027512,0.0324115,0.01875705,-0.02390851,35.36764144,0.00018134,0.00027313,-0.00020878,-0.05397281,-0.00427063,0.02292537,36.2647171
15:05:52,-1.68E-05,0.00025814,-0.00035226,0.03258292,0.01888171,-0.02472775,35.37262725,0.0001766,0.0002974,-0.00020956,-0.05347908,-0.00435415,0.02264115,36.26913833
15:05:53,-9.70E-07,0.00023442,-0.00029386,0.0326659,0.01890536,-0.02422989,35.38584136,0.00023008,0.00032319,-0.00020738,-0.0537814,-0.00412895,0.02250477,36.28192901
15:05:54,4.99E-05,0.00025803,-0.00027531,0.0332936,0.01930764,-0.02440581,35.40164184,0.00018126,0.00029946,-0.00024293,-0.05350511,-0.00477982,0.02245181,36.2690277
15:05:55,7.71E-06,0.00027079,-0.0002614,0.03347806,0.01971173,-0.0245144,35.41437911,0.00013304,0.00025872,-0.00023866,-0.05327749,-0.00488778,0.02194165,36.28336715
15:05:56,1.92E-05,0.00027537,-0.00029726,0.03289104,0.01929574,-0.02402682,35.41855621,0.00018018,0.00026752,-0.00024138,-0.05348734,-0.00471455,0.02245173,36.29034042
15:05:57,2.06E-05,0.00024434,-0.00027173,0.03370335,0.01973544,-0.02536797,35.44368362,0.00013412,0.00020499,-0.00026838,-0.05585629,-0.00518403,0.02222028,36.29471588
15:05:58,6.32E-05,0.00025644,-0.00026929,0.03244156,0.01915904,-0.02485912,35.44906997,0.00013232,0.00025388,-0.00027449,-0.05353699,-0.004595,0.02245209,36.30059051
15:05:59,5.04E-05,0.0002679,-0.00031979,0.03210865,0.01921377,-0.02409939,35.44537734,0.00017759,0.00029592,-0.00025134,-0.05339013,-0.00459136,0.02205436,36.32367706
15:06:00,2.58E-06,0.0002779,-0.00032569,0.03295639,0.01926114,-0.02466256,35.45630264,0.00018528,0.0002669,-0.00021131,-0.05507374,-0.00458537,0.02277749,36.32020568
15:06:01,6.81E-05,0.00032121,-0.00027549,0.03331801,0.01983614,-0.02546884,35.45892715,0.00021727,0.0003012,-0.00023003,-0.05366284,-0.00434235,0.02237436,36.32037734
15:06:02,-1.30E-07,0.00024128,-0.0003117,0.03306865,0.01879846,-0.02441168,35.44950866,0.00019298,0.00028997,-0.00021286,-0.05435762,-0.0044775,0.02261753,36.34057998
15:06:03,5.63E-05,0.00030088,-0.00036231,0.03292695,0.01914321,-0.02480133,35.46709823,0.00013866,0.00031387,-0.00024241,-0.05420093,-0.00405216,0.02284303,36.35049057
15:06:04,2.93E-05,0.00031284,-0.00037205,0.03343569,0.01929575,-0.0247135,35.47674179,0.00017309,0.00027503,-0.00022189,-0.05418593,-0.0037673,0.02285438,36.34201812
15:06:05,3.13E-05,0.00028319,-0.00033136,0.03277261,0.01926106,-0.02437803,35.49771499,0.00015106,0.00029377,-0.00023037,-0.05410746,-0.00470993,0.02222616,36.35078048
15:06:06,6.86E-05,0.00026848,-0.00031653,0.03394048,0.01906556,-0.02553393,35.48729705,0.00018272,0.00025615,-0.00024337,-0.05427937,-0.00418817,0.02265299,36.36788558
15:06:07,6.31E-05,0.0003291,-0.00034566,0.03315747,0.01873927,-0.02485569,35.50617218,0.00012818,0.0002506,-0.00028618,-0.05372415,-0.0041877,0.02336937,36.38032913
15:06:08,1.98E-05,0.0002875,-0.00033241,0.03313968,0.01956217,-0.02473724,35.49864578,0.00016566,0.00031267,-0.0002386,-0.0546477,-0.00438289,0.02294909,36.38430404
15:06:09,3.49E-05,0.00030972,-0.00035669,0.03394047,0.01981236,-0.02468622,35.52058029,0.00021264,0.00029583,-0.00025094,-0.05474771,-0.00444923,0.02232696,36.3914299
15:06:10,1.56E-05,0.0002922,-0.00031064,0.03288525,0.01978864,-0.02471593,35.53184127,0.00011998,0.00025616,-0.00030454,-0.05463508,-0.00443117,0.0228073,36.39685058
15:06:11,3.47E-05,0.00030764,-0.00034451,0.03395666,0.01898211,-0.02483199,35.52537155,0.00013825,0.0002525,-0.0002708,-0.05416225,-0.00399831,0.02394945,36.40485382
15:06:12,3.47E-05,0.00025384,-0.00030021,0.0332943,0.01921952,-0.02521976,35.54336166,0.00012659,0.00023987,-0.00024943,-0.05461726,-0.0039867,0.0229791,36.41734313
15:06:13,-1.09E-05,0.00028162,-0.00033435,0.03356699,0.01974736,-0.02448473,35.54412078,0.00012907,0.0002769,-0.00028156,-0.05491962,-0.00396888,0.02370842,36.43614578
15:06:14,6.85E-05,0.00028302,-0.00035415,0.03292675,0.01968205,-0.02511316,35.54683303,0.00018164,0.00027823,-0.00026092,-0.05529903,-0.00406376,0.02291978,36.44520568
15:06:15,2.24E-05,0.00028063,-0.00030734,0.03311647,0.01901212,-0.0247337,35.55868911,0.00019594,0.00031426,-0.00023556,-0.05828092,-0.00473934,0.02272407,36.44122695
