Time,"Ax, g","Ay, g","Az, g","Wx, dps","Wy, dps","Wz, dps","T, C","Ax2, g","Ay2, g","Az2, g","Wx2, dps","Wy2, dps","Wz2, dps","T2, C"
14:45:14,3.51E-05,-2.23E-05,-3.56E-05,0.00079225,0.00120442,-0.0010798,26.1259346,8.70E-06,-1.22E-05,1.98E-05,-0.00032636,7.28E-05,2.90E-05,26.53405189
14:45:15,-2.01E-05,1.64E-05,-3.26E-05,0.00144019,0.00062178,-0.00023576,26.13026428,3.23E-05,6.74E-06,2.22E-05,-0.00098021,0.00037619,-0.00014354,26.55061149
14:45:16,-4.87E-05,-1.50E-07,4.84E-05,1.65E-05,-0.00016692,-0.00011237,26.12678146,3.60E-05,-2.96E-06,1.89E-05,-2.68E-05,6.75E-05,-0.00045671,26.54604911
14:45:17,-3.46E-05,6.90E-07,3.58E-05,-0.0003134,0.00024138,0.00010905,26.12134933,1.66E-05,2.17E-05,3.90E-05,0.00054745,0.0002452,-0.00025041,26.53804397
14:45:18,-5.90E-05,2.78E-05,1.02E-05,-1.35E-06,-0.00113462,0.00054068,26.10099983,6.46E-05,5.96E-05,4.03E-05,-0.00013367,8.17E-06,-0.00046869,26.55995559
14:45:19,-5.03E-05,-9.33E-06,2.78E-05,0.00052104,0.00010011,-0.00043879,26.10846328,1.05E-05,3.58E-06,1.99E-05,0.00116038,0.00035255,-0.00020751,26.53917884
14:45:20,-2.64E-05,-6.60E-06,6.60E-05,0.0003548,-0.00066552,-0.00020139,26.11100769,3.18E-05,-1.26E-05,1.32E-05,-0.00019306,0.00109433,-0.0001837,26.54197692
14:45:21,1.39E-05,-2.19E-05,-4.52E-05,6.70E-05,0.00025325,-0.00015253,26.09960937,-4.31E-06,-4.78E-06,9.39E-06,-0.0003977,0.00038196,0.00044489,26.55120658
14:45:23,-5.56E-05,1.54E-05,-2.39E-05,0.00284213,0.00087176,-0.00038538,26.11227989,5.43E-05,1.64E-05,4.37E-05,-0.00033554,0.00053659,0.00044563,26.54274177
14:45:24,-3.34E-05,-2.12E-05,6.05E-05,-0.0005831,-0.00014904,0.0001785,26.11253356,4.58E-06,2.30E-05,2.60E-05,-0.00095882,0.00088079,0.00061165,26.52187919
14:45:24,-7.51E-05,2.18E-05,1.45E-05,0.00242064,0.00078863,-0.00033789,26.10320472,4.87E-05,2.57E-05,5.00E-05,-0.00046014,-0.00020567,0.00014275,26.53044509
14:45:25,-1.57E-05,-3.63E-05,5.29E-05,-0.0002064,0.00051488,-0.00023577,26.09434509,1.08E-05,5.69E-05,2.16E-05,8.38E-05,0.00097631,0.00017172,26.52759933
14:45:26,-6.41E-05,-5.44E-06,2.19E-05,0.00046989,0.00019638,0.00023007,26.09315681,7.87E-05,1.28E-05,4.33E-05,-4.83E-05,0.00064325,0.00080162,26.52049446
14:45:28,-1.26E-05,-5.98E-05,7.03E-05,-0.00073945,0.00042738,-4.85E-05,26.09459686,1.20E-05,1.11E-05,2.38E-05,0.00078759,-0.00028747,-0.00055595,26.53565406
14:45:28,-4.91E-05,-1.12E-05,9.25E-06,-0.00155071,-4.83E-05,-0.00011234,26.09701538,-4.94E-06,-8.26E-06,1.24E-05,-0.00022275,0.0007323,0.00036243,26.51899528
14:45:29,3.09E-05,-7.90E-07,-4.61E-05,-0.00107867,-2.17E-05,0.00058687,26.08877563,-4.92E-06,-2.10E-07,3.79E-05,-0.00059094,0.00034587,0.00031962,26.52474403
14:45:30,-3.02E-05,1.07E-05,2.73E-05,-0.0009851,0.00036632,-6.34E-05,26.08423995,9.94E-06,-1.66E-05,1.33E-05,-0.00039175,0.00113086,0.00015377,26.51647377
14:45:31,6.60E-07,-2.69E-05,4.47E-05,0.00100627,-0.00029972,-4.56E-05,26.08237075,-2.54E-05,-3.35E-05,1.80E-05,-0.0002372,0.00056632,0.00016569,26.52819252
14:45:32,-1.82E-05,-8.68E-06,3.17E-06,-0.00124072,-5.58E-05,0.00031704,26.07761573,-4.34E-05,1.22E-05,2.54E-05,-0.00111098,0.00086933,0.00061741,26.51698303
14:45:33,-2.54E-05,-3.83E-05,3.52E-05,0.00132724,0.00012255,-0.00049138,26.08457946,-1.77E-05,8.23E-06,2.75E-05,-0.00039174,0.00047684,-0.00035155,26.51163291
14:45:34,-3.62E-05,-3.59E-05,-4.26E-05,-0.00166944,-0.00069518,0.00112238,26.08013916,4.66E-06,2.67E-05,1.96E-05,-0.00033553,0.00117166,4.79E-05,26.52671241
14:45:35,-6.66E-05,-3.45E-05,2.31E-05,-0.00111587,-0.00037678,0.00054295,26.07600212,1.45E-05,-3.69E-05,2.10E-05,0.00032755,0.00100593,-0.00029799,26.50280189
14:45:36,6.30E-06,-6.49E-05,2.63E-05,0.00046169,0.00034341,0.00048129,26.08777046,3.69E-05,6.80E-06,5.12E-05,0.0011901,-3.35E-05,-0.00053991,26.49881362
14:45:37,-3.02E-05,8.77E-06,1.86E-05,-3.40E-05,-0.00030179,0.00071025,26.0741024,2.25E-05,2.24E-06,2.30E-05,-0.00018458,0.00014538,-0.00056767,26.51659965
14:45:38,-1.92E-05,-3.37E-05,4.83E-05,-0.00122421,-0.00017288,0.00030901,26.08582115,-9.58E-06,-3.35E-05,2.95E-05,-0.00101819,0.00073843,0.00049894,26.514925
14:45:39,4.48E-06,4.28E-05,-5.65E-05,-1.02E-05,0.00019397,0.00026355,26.06818962,-6.62E-05,1.71E-05,3.20E-05,-1.73E-05,0.00051863,8.25E-05,26.50560379
14:45:40,4.97E-06,-3.11E-05,3.78E-05,-0.00201942,0.00037813,-0.00068755,26.06785011,9.12E-06,5.75E-06,3.68E-05,-0.00127146,0.00045322,0.00018346,26.51112365
14:45:41,-2.64E-06,-2.75E-05,5.43E-05,-0.0010402,-0.00088532,0.00072465,26.05215454,2.77E-05,1.00E-07,3.74E-05,0.00109511,0.00031111,-0.00065863,26.51526451
14:45:42,-2.97E-05,3.40E-05,-1.52E-06,-0.00012911,0.00052677,-3.37E-05,26.05375289,2.35E-05,4.29E-05,4.43E-05,-0.00080784,0.00072666,0.0003321,26.51987075
14:45:43,1.35E-05,1.90E-07,-3.00E-07,-0.00105801,-7.78E-05,0.00067126,26.05588531,3.69E-05,1.41E-05,6.10E-05,0.00025215,-2.74E-05,-0.00044484,26.50373077
14:45:44,-2.98E-05,1.45E-06,4.26E-05,-0.00116797,-0.00038481,0.0007237,26.03307914,1.38E-05,1.25E-05,1.71E-05,-0.00119214,0.00075656,8.73E-05,26.50008583
14:45:45,-4.12E-05,-1.97E-06,9.67E-06,-0.00054155,-0.0003331,0.00043383,26.04731941,1.30E-05,2.16E-05,4.48E-05,0.00063205,0.00062542,-0.00109795,26.49228286
14:45:46,-1.72E-05,1.64E-05,-2.45E-05,0.00049504,0.00033049,-0.00040216,26.06963348,8.95E-06,2.85E-05,2.39E-05,-0.0002847,0.00019775,-0.00055961,26.49915122
14:45:47,-3.25E-05,-1.74E-05,2.50E-05,-0.0006306,0.00014763,-6.48E-05,26.04833793,-6.10E-06,-2.60E-05,2.39E-05,0.00018094,0.00042969,-0.00036776,26.50907325
14:45:48,-2.18E-05,2.17E-05,-1.59E-06,0.00076658,0.00083545,-0.00077023,26.04421806,-1.45E-05,-3.45E-06,3.86E-05,-0.00053142,0.0014115,2.20E-05,26.51428604
14:45:49,2.94E-05,-2.82E-05,3.80E-05,-0.00116343,-4.98E-05,0.00060244,26.02539062,-4.12E-05,-1.50E-05,4.99E-05,-0.00011235,0.00083357,-0.00051196,26.50891685
14:45:50,-3.12E-05,1.36E-05,2.35E-05,-0.00088223,8.54E-05,0.00047971,26.03222846,5.20E-06,4.85E-06,2.56E-05,0.00073051,-0.00035657,4.58E-05,26.48511886
14:45:51,-1.68E-05,8.54E-06,1.02E-05,-0.00125984,-0.00087342,0.00073657,26.02162551,3.40E-05,1.57E-05,3.18E-05,-9.81E-05,0.00057805,0.00028537,26.47701835
14:45:52,-7.50E-06,1.91E-06,-8.54E-06,-0.00042527,-0.00031933,0.00067468,26.021595,-2.40E-05,-2.97E-05,4.59E-05,3.47E-05,0.00103454,-0.00040771,26.48534965
14:45:53,-3.93E-05,-1.41E-05,-7.66E-06,-0.00160925,-0.00011533,0.0003409,26.03592109,-4.25E-05,-5.00E-05,7.56E-05,0.0006961,0.00025707,-0.00149278,26.47053337
14:45:54,-3.78E-05,-4.16E-05,2.62E-05,-0.00013507,4.52E-05,-6.94E-05,26.03277778,-9.53E-06,-2.43E-05,4.28E-05,-0.00030261,0.00034036,0.00010023,26.46934509
14:45:55,-7.48E-06,4.22E-05,6.60E-06,-0.00034651,-5.74E-05,0.00016428,26.02602005,8.02E-06,3.44E-06,7.30E-05,0.00108168,6.30E-07,-0.00067446,26.46581649
14:45:56,-6.75E-05,-1.72E-06,1.43E-05,0.00029798,-0.00017117,0.0003131,26.0154972,6.30E-07,-2.93E-05,5.17E-05,9.40E-05,0.00029948,0.00017333,26.48357009
